SEX,STATUT,CSP,USAGE,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE,AGECOND_CAT,ACV_CAT
F,A,50,Prive,O,100,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,A,60,Prive,O,50,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,2_4
M,C,50,Prive,N,50,BER,F,CAR,ES,170-180,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,150-160,A,0.0,Autre,45_55,0_1
M,C,AUTRE,Prive_Trajet,N,95,BER,F,CAR,ES,160-170,B,0.0,Autre,21_25,>=10
M,C,50,Prive_Trajet,N,100,BER,F,CAR,ES,150-160,B,0.0,Autre,35_45,>=10
F,A,55,Prive,O,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,5_9
M,A,50,Prive,O,72,BER,F,INJ,ES,170-180,M1,0.0,Collectif_Clos,55_70,2_4
M,C,50,Prive,N,51,BER,F,INJ,ES,160-170,A,726.2365559,Autre,25_35,0_1
F,A,50,Prive_Trajet,N,68,BER,F,CAR,ES,150-160,B,0.0,Autre,25_35,>=10
M,C,50,Prive,N,90,BER,F,INJ,ES,140-150,A,0.0,Autre,25_35,5_9
F,A,50,Prive_Trajet,N,76,BER,F,INJ,ES,150-160,M1,0.0,Autre,45_55,5_9
M,C,50,Prive,N,66,BER,F,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
F,C,50,Prive,N,95,BER,F,CAR,ES,170-180,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,62,BER,F,INJ,GO,160-170,B,0.0,Autre,55_70,5_9
F,A,AUTRE,Prive,O,50,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,5_9
F,A,50,Prive,O,50,BER,F,CAR,ES,150-160,0,0.0,Autre,55_70,>=10
M,C,AUTRE,Prive_Trajet,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,A,60,Prive,N,125,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,5_9
F,A,1,Professionnel,N,85,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,C,AUTRE,Prive_Trajet,N,85,BER,F,CAR,ES,170-180,B,0.0,Autre,25_35,>=10
F,A,60,Prive,N,55,BER,F,INJ,GO,150-160,B,0.0,Autre,55_70,5_9
F,A,50,Prive_Trajet,N,60,BER,F,INJ,ES,150-160,B,0.0,Autre,35_45,5_9
M,A,60,Prive,N,50,BER,F,INJ,ES,150-160,M1,0.0,Autre,>70,5_9
F,A,50,Prive_Trajet,N,100,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,C,50,Professionnel,N,85,BER,F,INJ,ES,160-170,A,0.0,Collectif_Clos,45_55,0_1
F,A,60,Prive,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
F,A,60,Prive,O,100,BER,F,INJ,ES,140-150,A,361.121148,Autre,>70,5_9
M,A,AUTRE,Tournees,N,50,BER,F,INJ,ES,160-170,A,0.0,Individuel_Clos,55_70,0_1
F,A,50,Prive_Trajet,N,85,BER,F,CAR,ES,170-180,M1,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,O,72,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
F,A,50,Prive,N,50,BER,F,INJ,ES,150-160,B,0.0,Collectif_Clos,45_55,2_4
F,A,60,Prive,O,80,BER,F,INJ,ES,170-180,B,0.0,Autre,55_70,5_9
M,C,AUTRE,Prive,N,90,BER,F,INS,GO,160-170,B,0.0,Autre,25_35,5_9
F,A,AUTRE,Prive,O,50,BER,F,INJ,GO,150-160,B,0.0,Autre,55_70,>=10
F,A,50,Prive,O,64,BER,F,INJ,GO,150-160,B,0.0,Autre,45_55,5_9
F,C,50,Prive_Trajet,N,85,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,2_4
F,C,50,Prive_Trajet,N,55,BER,F,INJ,ES,160-170,B,0.0,Individuel_Clos,25_35,0_1
M,A,50,Prive,O,50,BER,F,INJ,ES,160-170,A,0.0,Collectif_Clos,55_70,0_1
M,A,50,Prive_Trajet,N,95,BER,F,INJ,ES,150-160,B,0.0,Collectif_Clos,25_35,0_1
M,A,50,Prive_Trajet,N,50,BER,F,INJ,GO,160-170,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,>=10
F,A,AUTRE,Professionnel,N,50,BER,F,INJ,ES,140-150,B,1627.160121,Autre,35_45,5_9
F,A,AUTRE,Prive_Trajet,O,51,BER,G,INJ,ES,180-190,B,1418.610272,Autre,55_70,2_4
F,A,50,Prive,O,63,BER,G,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
F,A,AUTRE,Prive_Trajet,N,85,BER,G,INJ,GO,160-170,B,0.0,Collectif_Clos,25_35,2_4
F,C,50,Prive,N,51,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,5_9
F,C,50,Prive_Trajet,N,72,BER,G,INJ,ES,160-170,B,0.0,Autre,35_45,2_4
F,A,50,Prive_Trajet,N,50,BER,G,CAR,ES,160-170,B,0.0,Autre,25_35,>=10
F,C,50,Prive,O,58,BER,G,INJ,ES,160-170,B,0.0,Individuel_Clos,35_45,5_9
F,C,50,Prive_Trajet,N,50,BER,G,INJ,ES,180-190,B,0.0,Individuel_Clos,35_45,5_9
F,C,55,Prive_Trajet,N,57,BER,G,INJ,ES,180-190,M1,0.0,Collectif_Clos,35_45,5_9
F,C,AUTRE,Prive_Trajet,O,72,BER,G,CAR,ES,180-190,B,0.0,Autre,21_25,>=10
F,C,50,Prive,N,50,BER,G,INJ,ES,170-180,B,0.0,Collectif_Clos,45_55,5_9
F,A,50,Prive,N,90,BER,G,INJ,ES,160-170,B,0.0,Individuel_Clos,35_45,0_1
F,A,55,Prive_Trajet,N,68,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,2_4
F,A,60,Prive,O,50,BER,G,INJ,ES,180-190,B,0.0,Collectif_Clos,>70,5_9
F,A,1,Professionnel,N,50,BER,G,INJ,ES,160-170,A,0.0,Autre,55_70,0_1
F,A,AUTRE,Prive_Trajet,N,50,BER,G,INJ,ES,160-170,M1,0.0,Autre,35_45,>=10
F,A,50,Prive_Trajet,N,80,BER,G,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
F,C,50,Prive_Trajet,N,52,BER,G,CAR,ES,170-180,M1,0.0,Autre,45_55,>=10
F,C,50,Prive_Trajet,N,72,BER,G,INJ,ES,160-170,M1,0.0,Autre,25_35,5_9
F,A,50,Prive_Trajet,N,76,BER,G,CAR,ES,160-170,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,50,BER,G,INJ,ES,150-160,M1,0.0,Autre,45_55,5_9
F,C,50,Prive,N,100,BER,G,INJ,ES,160-170,B,0.0,Autre,25_35,0_1
F,C,50,Prive,O,53,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,2_4
F,C,55,Prive_Trajet,N,68,BER,G,CAR,ES,170-180,M1,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,52,BER,G,INJ,ES,170-180,M1,0.0,Autre,45_55,5_9
F,A,60,Prive,O,50,BER,G,CAR,ES,170-180,M1,0.0,Autre,>70,>=10
F,A,60,Prive,N,50,BER,G,INJ,ES,180-190,B,0.0,Individuel_Clos,>70,2_4
F,C,50,Prive_Trajet,N,68,BER,G,CAR,ES,160-170,M1,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,76,BER,G,INJ,ES,180-190,B,0.0,Collectif_Clos,25_35,0_1
F,C,55,Prive_Trajet,N,80,BER,G,INJ,ES,180-190,B,0.0,Autre,25_35,5_9
F,A,50,Professionnel,N,76,BER,G,CAR,ES,170-180,M1,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,68,BER,G,INJ,ES,160-170,M1,323.4407855,Autre,25_35,5_9
F,A,60,Prive,N,50,BER,G,INJ,ES,150-160,B,0.0,Autre,>70,2_4
F,A,50,Prive_Trajet,N,50,BER,G,CAR,ES,160-170,M2,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,72,BER,G,INJ,ES,180-190,B,0.0,Autre,25_35,5_9
F,A,50,Prive_Trajet,N,96,BER,G,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
F,A,50,Prive_Trajet,N,64,BER,G,INS,GO,160-170,B,0.0,Individuel_Clos,25_35,5_9
M,A,AUTRE,Prive,N,76,BER,G,INJ,ES,170-180,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,100,BER,G,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
M,A,AUTRE,Professionnel,N,50,BER,G,INJ,ES,180-190,B,0.0,Individuel_Clos,>70,2_4
M,A,50,Prive_Trajet,N,90,BER,G,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
M,A,60,Prive,O,82,BER,G,INJ,ES,170-180,B,709.305136,Collectif_Clos,>70,5_9
M,A,60,Prive,O,50,BER,G,INJ,ES,170-180,M1,0.0,Autre,>70,5_9
M,C,50,Prive_Trajet,N,50,BER,G,INJ,ES,190-200,B,4378.085801,Autre,45_55,2_4
M,C,50,Prive,O,50,BER,G,CAR,ES,170-180,M1,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,140,BER,G,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,76,BER,G,INJ,ES,170-180,B,0.0,Autre,25_35,5_9
M,A,50,Prive,O,95,BER,G,CAR,ES,170-180,M1,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,160-170,B,938.2386707,Autre,45_55,2_4
M,C,50,Prive_Trajet,N,80,BER,G,IDS,GO,160-170,B,0.0,Individuel_Clos,35_45,0_1
M,A,60,Prive,O,50,BER,G,INJ,ES,160-170,M1,0.0,Collectif_Clos,>70,5_9
M,C,55,Prive,N,64,BER,G,INJ,ES,160-170,A,1422.545619,Individuel_Clos,25_35,0_1
M,A,AUTRE,Tournees,N,50,BER,G,INJ,ES,190-200,B,0.0,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,95,BER,G,CAR,ES,170-180,M1,0.0,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,60,BER,G,INJ,ES,180-190,M1,0.0,Autre,25_35,5_9
M,A,55,Prive_Trajet,N,90,BER,G,INJ,ES,190-200,B,0.0,Collectif_Clos,25_35,2_4
M,A,60,Prive,O,50,BER,G,INJ,ES,160-170,B,0.0,Autre,>70,5_9
M,C,50,Prive,N,50,BER,G,INS,GO,150-160,M1,0.0,Autre,35_45,>=10
M,A,50,Prive,N,50,BER,G,INJ,ES,170-180,B,2991.500302,Autre,55_70,0_1
M,A,60,Prive,N,50,BER,G,INJ,ES,170-180,M1,0.0,Autre,>70,5_9
M,C,AUTRE,Professionnel,N,50,BER,G,INJ,GO,160-170,B,0.0,Collectif_Clos,45_55,2_4
M,A,50,Professionnel,N,50,BER,G,CAR,ES,180-190,B,0.0,Autre,45_55,>=10
M,A,50,Prive,N,50,BER,G,INJ,ES,160-170,A,0.0,Autre,55_70,0_1
M,C,50,Professionnel,N,60,BER,G,INJ,ES,150-160,M1,0.0,Collectif_Clos,25_35,>=10
M,C,50,Prive,N,90,BER,G,INJ,ES,160-170,B,0.0,Individuel_Clos,25_35,2_4
M,A,50,Prive,O,50,BER,G,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
M,A,50,Prive,O,50,BER,G,INJ,GO,160-170,M1,0.0,Collectif_Clos,55_70,5_9
M,C,50,Prive,N,57,BER,G,CAR,ES,170-180,M1,0.0,Individuel_Clos,35_45,>=10
M,A,50,Prive_Trajet,O,50,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,2_4
M,A,55,Prive_Trajet,N,68,BER,G,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,C,1,Professionnel,N,64,BER,G,INJ,GO,160-170,B,0.0,Autre,35_45,5_9
M,C,55,Prive,O,87,BER,G,INJ,GO,150-160,B,0.0,Collectif_Clos,25_35,5_9
F,A,50,Prive_Trajet,O,63,BER,G,INJ,ES,180-190,B,0.0,Individuel_Clos,35_45,0_1
F,C,50,Prive_Trajet,N,85,BER,G,INJ,GO,160-170,B,0.0,Autre,21_25,5_9
F,C,55,Professionnel,N,80,BER,G,INJ,ES,160-170,B,0.0,Collectif_Clos,35_45,2_4
F,C,60,Prive,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,2_4
F,C,50,Prive,N,51,BER,G,INJ,ES,180-190,B,0.0,Autre,35_45,2_4
F,C,50,Prive_Trajet,N,50,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,>=10
F,A,50,Professionnel,N,50,BER,G,INJ,ES,160-170,A,0.0,Autre,45_55,0_1
F,A,50,Prive,N,70,BER,G,INJ,ES,180-190,B,0.0,Autre,25_35,2_4
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,45_55,5_9
F,C,AUTRE,Prive_Trajet,N,76,BER,G,INJ,GO,160-170,B,0.0,Autre,21_25,2_4
F,C,50,Prive_Trajet,N,76,BER,G,INJ,GO,150-160,B,0.0,Autre,25_35,0_1
F,A,50,Prive,N,50,BER,G,CAR,ES,170-180,M1,0.0,Autre,55_70,>=10
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,150-160,M1,0.0,Autre,35_45,5_9
F,A,50,Prive_Trajet,N,51,BER,G,INJ,ES,160-170,A,0.0,Collectif_Clos,55_70,2_4
F,A,50,Prive,N,64,BER,G,INJ,ES,180-190,B,0.0,Autre,35_45,2_4
F,A,55,Prive_Trajet,N,50,BER,G,INJ,ES,160-170,M1,0.0,Autre,45_55,5_9
F,A,55,Prive_Trajet,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,2_4
F,A,60,Prive,N,51,BER,G,INJ,ES,160-170,B,4297.94139,Autre,55_70,5_9
F,A,60,Prive,O,50,BER,G,INJ,ES,170-180,M1,284.4879154,Individuel_Clos,55_70,>=10
F,A,60,Prive,N,76,BER,G,INJ,GO,160-170,M1,0.0,Autre,55_70,>=10
F,C,50,Prive,N,95,BER,G,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
F,C,60,Prive,O,50,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,5_9
F,A,AUTRE,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
F,A,50,Prive,N,95,BER,G,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,2_4
F,A,50,Prive_Trajet,N,90,BER,G,INJ,ES,170-180,A,0.0,Autre,25_35,2_4
F,A,55,Prive_Trajet,N,60,BER,G,INJ,ES,170-180,B,0.0,Autre,25_35,0_1
F,A,60,Prive,N,80,BER,G,INJ,ES,160-170,A,0.0,Collectif_Clos,55_70,0_1
F,A,AUTRE,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Collectif_Clos,55_70,2_4
F,A,AUTRE,Prive,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,45_55,5_9
F,C,1,Professionnel,N,100,BER,G,INJ,ES,180-190,B,0.0,Autre,45_55,2_4
F,C,50,Prive_Trajet,N,62,BER,G,INJ,ES,150-160,B,4988.041088,Autre,45_55,2_4
F,C,50,Prive,N,80,BER,G,INJ,GO,160-170,B,0.0,Autre,21_25,5_9
F,C,50,Professionnel,N,95,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,>=10
F,A,1,Professionnel,N,68,BER,G,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
F,A,AUTRE,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
F,A,AUTRE,Professionnel,N,50,BER,G,INJ,ES,160-170,B,941.5731118,Collectif_Clos,55_70,2_4
F,A,50,Prive_Trajet,N,59,BER,G,INJ,GO,140-150,M1,0.0,Autre,35_45,>=10
F,A,55,Prive_Trajet,O,56,BER,G,INJ,ES,160-170,A,0.0,Autre,25_35,2_4
F,A,55,Prive_Trajet,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,5_9
F,A,60,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,>70,5_9
F,A,60,Prive,N,50,BER,G,IDS,GO,160-170,B,0.0,Individuel_Clos,55_70,2_4
F,C,1,Prive_Trajet,N,85,BER,G,CAR,ES,170-180,M1,0.0,Collectif_Clos,35_45,>=10
F,C,AUTRE,Prive_Trajet,N,90,BER,G,INJ,GO,150-160,B,0.0,Autre,21_25,5_9
F,C,50,Professionnel,N,68,BER,G,INJ,ES,160-170,A,20172.77946,Collectif_Clos,25_35,2_4
F,C,50,Prive_Trajet,N,85,BER,G,INJ,ES,190-200,B,0.0,Autre,25_35,2_4
F,A,50,Prive,N,50,BER,G,CAR,ES,170-180,M1,0.0,Collectif_Clos,55_70,>=10
F,A,50,Professionnel,N,50,BER,G,INJ,ES,160-170,B,842.918429,Autre,45_55,2_4
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,160-170,A,1072.205438,Autre,45_55,2_4
F,A,50,Prive_Trajet,O,50,BER,G,INJ,ES,160-170,A,0.0,Autre,55_70,0_1
F,A,55,Prive_Trajet,N,51,BER,G,INJ,ES,160-170,M1,0.0,Autre,25_35,5_9
F,A,60,Prive,O,50,BER,G,INJ,ES,180-190,B,0.0,Autre,>70,2_4
F,A,1,Prive,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,25_35,2_4
F,A,50,Prive_Trajet,N,54,BER,G,INJ,ES,160-170,B,0.0,Autre,35_45,0_1
F,A,60,Prive,N,50,BER,G,INJ,ES,160-170,B,410.1009063,Collectif_Clos,55_70,2_4
F,C,50,Prive_Trajet,N,70,BER,G,CAR,ES,160-170,M1,0.0,Autre,35_45,>=10
F,C,50,Prive,N,95,BER,G,INJ,ES,150-160,B,0.0,Autre,35_45,5_9
F,C,50,Prive,N,80,BER,G,INJ,ES,160-170,M1,0.0,Autre,25_35,5_9
F,A,AUTRE,Prive_Trajet,N,90,BER,G,INJ,ES,170-180,B,0.0,Autre,21_25,>=10
F,A,50,Prive_Trajet,N,100,BER,G,INJ,ES,170-180,B,0.0,Autre,35_45,5_9
F,A,60,Prive,O,50,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,5_9
F,A,60,Prive,O,73,BER,G,INJ,ES,170-180,M1,0.0,Autre,>70,5_9
F,C,AUTRE,Prive_Trajet,N,90,BER,G,INJ,GO,140-150,M1,0.0,Autre,25_35,>=10
F,C,AUTRE,Prive_Trajet,N,85,BER,G,INJ,GO,160-170,M1,0.0,Autre,21_25,>=10
F,C,AUTRE,Prive,O,76,BER,G,INJ,ES,140-150,B,0.0,Individuel_Clos,35_45,>=10
F,C,50,Prive_Trajet,N,80,BER,G,INJ,ES,160-170,B,0.0,Autre,21_25,5_9
F,C,50,Prive,N,118,BER,G,INJ,ES,160-170,M1,0.0,Collectif_Clos,25_35,5_9
F,C,50,Prive_Trajet,N,67,BER,G,INJ,GO,150-160,B,0.0,Autre,35_45,>=10
F,A,AUTRE,Prive_Trajet,N,95,BER,G,INJ,ES,160-170,B,0.0,Autre,<=21,5_9
F,A,AUTRE,Prive,N,76,BER,G,INJ,ES,170-180,B,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,95,BER,G,CAR,ES,170-180,B,0.0,Autre,25_35,>=10
F,A,50,Prive,N,95,BER,G,CAR,ES,170-180,M1,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,112,BER,G,INJ,ES,160-170,A,0.0,Autre,21_25,2_4
F,A,50,Professionnel,N,50,BER,G,INJ,ES,160-170,M1,0.0,Individuel_Clos,35_45,5_9
F,C,1,Prive_Trajet,N,60,BER,G,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
F,C,AUTRE,Prive_Trajet,N,100,BER,G,INJ,GO,160-170,B,0.0,Autre,21_25,5_9
F,C,50,Prive_Trajet,O,95,BER,G,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
F,C,50,Prive,N,95,BER,G,CAR,ES,160-170,B,0.0,Autre,25_35,>=10
F,C,50,Prive,O,125,BER,G,CAR,ES,160-170,B,0.0,Autre,25_35,>=10
F,C,50,Professionnel,N,71,BER,G,CAR,ES,160-170,M1,0.0,Autre,25_35,>=10
F,C,50,Prive,N,90,BER,G,CAR,ES,170-180,M1,0.0,Autre,45_55,>=10
F,C,50,Prive_Trajet,N,61,BER,G,INJ,ES,170-180,B,0.0,Autre,35_45,5_9
F,C,50,Prive_Trajet,N,92,BER,G,INJ,ES,170-180,B,0.0,Autre,35_45,2_4
F,C,50,Prive,N,72,BER,G,INJ,ES,180-190,B,0.0,Autre,55_70,2_4
F,C,50,Prive_Trajet,N,95,BER,G,INJ,ES,190-200,B,0.0,Autre,25_35,2_4
F,A,AUTRE,Prive,N,85,BER,G,INJ,ES,170-180,B,0.0,Autre,35_45,5_9
F,A,50,Prive_Trajet,N,50,BER,G,CAR,ES,160-170,M1,0.0,Collectif_Clos,55_70,>=10
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,45_55,0_1
F,A,50,Prive_Trajet,N,72,BER,G,INJ,ES,160-170,B,345.9453172,Autre,45_55,2_4
F,A,50,Prive,N,95,BER,G,INJ,ES,160-170,B,0.0,Individuel_Clos,45_55,0_1
F,A,50,Prive_Trajet,N,60,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
F,A,50,Prive,N,50,BER,G,INJ,ES,170-180,B,0.0,Autre,35_45,2_4
F,A,50,Prive,O,50,BER,G,INJ,ES,170-180,B,0.0,Autre,35_45,5_9
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,170-180,B,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,68,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,2_4
F,A,50,Prive_Trajet,O,72,BER,G,INS,GO,160-170,B,0.0,Autre,25_35,5_9
F,A,55,Prive,N,90,BER,G,CAR,ES,170-180,M1,0.0,Collectif_Clos,45_55,>=10
F,A,60,Prive,O,50,BER,G,INJ,ES,150-160,B,0.0,Autre,55_70,>=10
F,A,60,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
F,A,60,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,>70,2_4
F,A,AUTRE,Prive,N,50,BER,G,INJ,ES,180-190,B,0.0,Collectif_Clos,55_70,5_9
F,C,AUTRE,Prive_Trajet,N,95,BER,G,CAR,ES,170-180,M1,0.0,Autre,21_25,>=10
F,C,AUTRE,Prive_Trajet,N,95,BER,G,INJ,ES,160-170,M1,0.0,Autre,21_25,>=10
F,C,50,Prive_Trajet,N,57,BER,G,INJ,ES,150-160,B,0.0,Autre,25_35,>=10
F,C,50,Prive_Trajet,N,90,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,5_9
F,C,55,Prive_Trajet,O,50,BER,G,CAR,ES,170-180,M1,0.0,Autre,55_70,>=10
F,C,55,Prive_Trajet,N,50,BER,G,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
F,C,60,Prive,N,56,BER,G,INJ,ES,160-170,B,0.0,Autre,>70,5_9
F,C,60,Prive,N,50,BER,G,INJ,ES,170-180,B,153.8084592,Autre,>70,2_4
F,A,AUTRE,Prive,N,52,BER,G,INJ,ES,160-170,B,0.0,Autre,>70,2_4
F,A,AUTRE,Prive,O,80,BER,G,CAR,ES,170-180,M1,0.0,Autre,35_45,>=10
F,A,50,Prive,N,85,BER,G,CAR,ES,150-160,M2,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,95,BER,G,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,51,BER,G,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
F,A,50,Prive,N,95,BER,G,CAR,ES,170-180,M1,0.0,Autre,45_55,>=10
F,A,50,Prive,O,50,BER,G,CAR,ES,170-180,M1,0.0,Autre,45_55,>=10
F,A,50,Prive,O,50,BER,G,INJ,ES,140-150,B,0.0,Autre,45_55,0_1
F,A,50,Prive,O,50,BER,G,INJ,ES,150-160,B,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,150-160,M1,0.0,Autre,55_70,>=10
F,A,50,Prive_Trajet,N,90,BER,G,INJ,ES,170-180,M1,0.0,Autre,21_25,5_9
F,A,50,Prive_Trajet,N,80,BER,G,INJ,ES,170-180,M2,0.0,Autre,35_45,>=10
F,A,50,Prive_Trajet,N,118,BER,G,INJ,GO,160-170,B,2877.163142,Individuel_Clos,35_45,2_4
F,A,55,Prive_Trajet,N,50,BER,G,IDS,GO,160-170,B,0.0,Autre,35_45,2_4
F,A,55,Prive_Trajet,N,95,BER,G,INJ,GO,150-160,M1,0.0,Autre,25_35,>=10
F,A,55,Prive,O,57,BER,G,INJ,GO,160-170,B,0.0,Autre,25_35,5_9
F,A,60,Prive,O,51,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
F,C,AUTRE,Prive_Trajet,N,90,BER,G,INJ,ES,160-170,B,0.0,Autre,21_25,2_4
F,C,AUTRE,Prive_Trajet,N,95,BER,G,IDS,GO,160-170,B,1418.610272,Autre,21_25,0_1
F,C,50,Prive_Trajet,N,57,BER,G,CAR,ES,170-180,M1,0.0,Autre,35_45,>=10
F,C,50,Prive,N,50,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
F,C,50,Prive_Trajet,N,50,BER,G,INJ,ES,170-180,M1,0.0,Autre,45_55,2_4
F,C,50,Prive_Trajet,N,80,BER,G,INJ,ES,180-190,B,723.1141994,Autre,25_35,2_4
F,C,50,Prive_Trajet,N,100,BER,G,IDS,GO,160-170,B,0.0,Individuel_Clos,25_35,0_1
F,C,50,Professionnel,N,95,BER,G,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
F,C,55,Prive_Trajet,N,50,BER,G,INJ,ES,150-160,M1,0.0,Collectif_Clos,35_45,5_9
F,C,55,Prive_Trajet,N,50,BER,G,INJ,ES,180-190,B,0.0,Autre,35_45,2_4
F,C,60,Prive,O,50,BER,G,INJ,ES,160-170,B,0.0,Autre,55_70,5_9
F,A,AUTRE,Prive,N,50,BER,G,CAR,ES,170-180,M1,0.0,Autre,55_70,>=10
F,A,AUTRE,Prive,O,50,BER,G,INJ,GO,150-160,B,0.0,Autre,55_70,5_9
F,A,50,Prive,N,50,BER,G,CAR,ES,170-180,M2,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,95,BER,G,CAR,ES,170-180,B,0.0,Autre,55_70,>=10
F,A,50,Prive,N,125,BER,G,INJ,ES,160-170,A,13950.34713,Autre,<=21,2_4
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,160-170,B,0.0,Individuel_Clos,45_55,2_4
F,A,50,Prive_Trajet,N,50,BER,G,INJ,ES,170-180,B,0.0,Collectif_Clos,45_55,5_9
F,A,50,Prive_Trajet,N,58,BER,G,INJ,ES,180-190,B,150.1912387,Autre,25_35,5_9
F,A,50,Professionnel,N,65,BER,G,INJ,ES,190-200,B,0.0,Autre,25_35,2_4
F,A,50,Prive,N,50,BER,G,INJ,GO,150-160,B,0.0,Autre,45_55,0_1
F,A,50,Prive,N,50,BER,G,INS,GO,160-170,B,0.0,Autre,55_70,>=10
F,A,55,Prive_Trajet,N,51,BER,G,CAR,ES,170-180,M1,0.0,Autre,35_45,>=10
F,A,60,Prive,O,50,BER,G,INJ,ES,170-180,B,0.0,Individuel_Clos,>70,5_9
