ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
3,F,A,CSP_50,PriveTrajet,31,N,57,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,46,O,83,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,51,O,60,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
5,F,A,CSP_AUTRE,Prive,43,N,95,CAR_BERLINE,F,INJ,ES,170-180,M1,0.0,ClosCollectif
10,F,A,CSP_AUTRE,Prive,53,N,50,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
5,F,A,CSP_60,Prive,84,O,76,CAR_BERLINE,F,INJ,ES,160-170,B,3819.643505,GarageAutre
4,F,A,CSP_60,Prive,73,N,50,CAR_BERLINE,F,INJ,ES,170-180,A,0.0,GarageAutre
2,F,C,CSP_AUTRE,PriveTrajet,23,N,118,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
4,F,C,CSP_AUTRE,PriveTrajet,22,N,80,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
1,F,C,CSP_AUTRE,Prive,60,N,81,CAR_BERLINE,F,INJ,ES,150-160,A,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,31,N,85,CAR_BERLINE,F,INJ,GO,140-150,B,0.0,GarageAutre
3,F,C,CSP_50,PriveTrajet,33,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
5,F,C,CSP_50,PriveTrajet,55,N,50,CAR_BERLINE,F,INJ,ES,170-180,M1,0.0,IndividuelClos
10,F,C,CSP_50,Prive,32,O,90,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,34,N,85,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,49,N,72,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,38,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
1,F,A,CSP_50,PriveTrajet,46,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
3,F,A,CSP_50,Professionnel,57,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,28,N,76,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_50,PriveTrajet,33,O,54,CAR_BERLINE,F,INJ,ES,160-170,A,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,28,N,72,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,47,N,118,CAR_BERLINE,F,CAR,ES,150-160,M1,0.0,GarageAutre
2,F,A,CSP_60,Prive,67,N,104,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_60,Prive,68,N,69,CAR_BERLINE,F,INJ,ES,160-170,A,0.0,GarageAutre
9,F,C,CSP_AUTRE,PriveTrajet,24,N,95,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,26,N,95,CAR_BERLINE,F,CAR,ES,150-160,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,30,N,85,CAR_BERLINE,F,CAR,ES,150-160,M2,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,34,N,68,CAR_BERLINE,F,CAR,ES,150-160,B,0.0,GarageAutre
7,F,C,CSP_50,PriveTrajet,26,N,76,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
4,F,C,CSP_50,Prive,40,N,90,CAR_BERLINE,F,INJ,ES,180-190,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,Prive,46,O,80,CAR_BERLINE,F,CAR,ES,160-170,B,0.0,GarageAutre
9,F,C,CSP_60,Prive,73,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
4,F,A,CSP_AUTRE,Professionnel,50,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,542.4299094,GarageAutre
10,F,A,CSP_AUTRE,Tournees,44,N,50,CAR_BERLINE,F,CAR,ES,160-170,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,43,N,50,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,GarageAutre
10,F,A,CSP_50,Prive,35,N,90,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,GarageAutre
4,F,A,CSP_50,Professionnel,29,N,57,CAR_BERLINE,F,INJ,ES,140-150,A,0.0,GarageAutre
2,F,A,CSP_50,Prive,26,N,68,CAR_BERLINE,F,INJ,ES,150-160,A,0.0,IndividuelClos
4,F,A,CSP_50,Professionnel,28,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,PriveTrajet,30,N,59,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,IndividuelClos
3,F,A,CSP_50,PriveTrajet,38,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,352.2371601,GarageAutre
5,F,A,CSP_50,PriveTrajet,42,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
4,F,A,CSP_50,Prive,49,N,58,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
3,F,A,CSP_50,PriveTrajet,57,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
3,F,A,CSP_50,PriveTrajet,61,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,497.7389728,GarageAutre
9,F,A,CSP_50,PriveTrajet,47,N,53,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
4,F,A,CSP_50,PriveTrajet,36,N,50,CAR_BERLINE,F,INJ,GO,160-170,B,0.0,GarageAutre
9,F,A,CSP_50,PriveTrajet,32,N,71,CAR_BERLINE,F,INS,GO,160-170,B,4326.52568,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,55,N,50,CAR_BERLINE,F,CAR,ES,140-150,M1,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,33,N,100,CAR_BERLINE,F,CAR,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_AUTRE,PriveTrajet,60,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_AUTRE,PriveTrajet,35,N,76,CAR_BERLINE,F,INJ,ES,180-190,B,0.0,ClosCollectif
10,F,A,CSP_60,Prive,70,O,50,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,ClosCollectif
7,F,A,CSP_60,Prive,68,N,50,CAR_BERLINE,F,INJ,ES,140-150,B,0.0,GarageAutre
2,F,A,CSP_60,Prive,63,N,85,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
7,F,A,CSP_60,Prive,74,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_60,Prive,75,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
7,F,A,CSP_AUTRE,Professionnel,46,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
1,F,C,CSP_AUTRE,PriveTrajet,28,N,95,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
3,F,C,CSP_AUTRE,PriveTrajet,52,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
10,F,C,CSP_50,PriveTrajet,25,N,95,CAR_BERLINE,F,CAR,ES,170-180,M1,0.0,ClosCollectif
10,F,C,CSP_50,PriveTrajet,31,N,95,CAR_BERLINE,F,CAR,ES,180-190,B,0.0,GarageAutre
0,F,C,CSP_50,Professionnel,28,N,90,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
4,F,C,CSP_50,PriveTrajet,29,N,76,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
4,F,C,CSP_50,PriveTrajet,31,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
3,F,C,CSP_50,PriveTrajet,35,N,60,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
0,F,C,CSP_50,PriveTrajet,57,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,30,N,95,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,53,O,54,CAR_BERLINE,F,INJ,ES,180-190,B,0.0,GarageAutre
7,F,C,CSP_50,PriveTrajet,34,N,50,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
0,F,C,CSP_AUTRE,PriveTrajet,59,N,50,CAR_BERLINE,F,INJ,ES,170-180,B,353.4625378,GarageAutre
9,F,C,CSP_AUTRE,PriveTrajet,47,N,50,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
4,F,C,CSP_AUTRE,Prive,53,N,95,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
3,F,C,CSP_60,Prive,73,O,132,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
2,F,A,CSP_AUTRE,Tournees,55,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,319.9178248,GarageAutre
3,F,A,CSP_AUTRE,Professionnel,56,N,85,CAR_BERLINE,F,INJ,ES,150-160,B,3675.378852,GarageAutre
10,F,A,CSP_50,PriveTrajet,35,N,72,CAR_BERLINE,F,CAR,ES,150-160,M1,0.0,IndividuelClos
10,F,A,CSP_50,Prive,47,O,50,CAR_BERLINE,F,CAR,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,38,N,118,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,GarageAutre
4,F,A,CSP_50,Prive,42,N,80,CAR_BERLINE,F,INJ,ES,140-150,A,1319.637462,GarageAutre
3,F,A,CSP_50,PriveTrajet,23,N,76,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
3,F,A,CSP_50,Prive,30,N,100,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,32,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_50,Prive,35,O,50,CAR_BERLINE,F,INJ,ES,150-160,B,294.0906344,IndividuelClos
7,F,A,CSP_50,PriveTrajet,50,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,PriveTrajet,51,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,100.7166163,GarageAutre
5,F,A,CSP_50,PriveTrajet,54,N,50,CAR_BERLINE,F,INJ,ES,150-160,A,0.0,IndividuelClos
1,F,A,CSP_50,PriveTrajet,55,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
4,F,A,CSP_50,PriveTrajet,31,N,95,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
5,F,A,CSP_50,PriveTrajet,45,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,1476.67432,GarageAutre
2,F,A,CSP_50,PriveTrajet,48,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_50,Prive,53,N,125,CAR_BERLINE,F,INJ,ES,160-170,A,4326.52568,GarageAutre
0,F,A,CSP_50,PriveTrajet,53,N,50,CAR_BERLINE,F,INJ,ES,160-170,A,1562.356495,GarageAutre
0,F,A,CSP_50,PriveTrajet,57,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
3,F,A,CSP_50,PriveTrajet,73,N,53,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
2,F,A,CSP_50,Professionnel,50,N,58,CAR_BERLINE,F,INJ,ES,170-180,A,142.5679758,GarageAutre
3,F,A,CSP_50,Prive,54,O,55,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
4,F,A,CSP_50,PriveTrajet,56,N,50,CAR_BERLINE,F,INJ,ES,170-180,A,0.0,GarageAutre
1,F,A,CSP_50,PriveTrajet,40,N,50,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,47,O,76,CAR_BERLINE,F,INJ,GO,150-160,B,28.32507553,GarageAutre
3,F,A,CSP_50,PriveTrajet,40,N,53,CAR_BERLINE,F,INJ,GO,160-170,B,5380.986707,GarageAutre
5,F,A,CSP_60,Prive,63,O,50,CAR_BERLINE,F,INJ,ES,140-150,A,0.0,GarageAutre
5,F,A,CSP_60,Prive,59,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
4,F,A,CSP_60,Prive,70,N,76,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_60,Prive,74,N,64,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
3,F,A,CSP_60,Prive,75,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
2,F,A,CSP_60,Prive,87,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,21735.13595,GarageAutre
3,F,A,CSP_60,Prive,79,N,50,CAR_BERLINE,F,INJ,ES,170-180,A,1130.363746,IndividuelClos
3,F,A,CSP_60,Prive,81,O,76,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
2,F,A,CSP_60,Prive,83,N,52,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
5,F,A,CSP_60,Prive,64,N,50,CAR_BERLINE,F,INJ,ES,180-190,B,0.0,GarageAutre
10,F,C,CSP_AUTRE,PriveTrajet,22,N,95,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,ClosCollectif
2,F,C,CSP_AUTRE,PriveTrajet,28,N,118,CAR_BERLINE,F,INJ,ES,160-170,A,1418.610272,ClosCollectif
7,F,C,CSP_AUTRE,PriveTrajet,23,N,90,CAR_BERLINE,F,INJ,ES,170-180,B,1506.978852,GarageAutre
5,F,C,CSP_50,Prive,25,N,95,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
3,F,C,CSP_60,Prive,66,N,68,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
7,F,A,CSP_AUTRE,Prive,78,N,58,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
7,F,A,CSP_AUTRE,Tournees,54,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,35,N,60,CAR_BERLINE,F,CAR,ES,150-160,M1,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,64,N,50,CAR_BERLINE,F,CAR,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,49,N,90,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,GarageAutre
9,F,A,CSP_50,PriveTrajet,40,N,57,CAR_BERLINE,F,INJ,ES,140-150,B,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,36,N,57,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,42,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
2,F,A,CSP_50,PriveTrajet,52,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_50,Tournees,57,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
9,F,A,CSP_50,Professionnel,32,N,64,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
1,F,A,CSP_50,PriveTrajet,51,N,50,CAR_BERLINE,F,IDS,GO,160-170,B,0.0,IndividuelClos
7,F,A,CSP_AUTRE,PriveTrajet,34,N,57,CAR_BERLINE,F,INJ,ES,150-160,M1,0.0,GarageAutre
3,F,A,CSP_AUTRE,PriveTrajet,59,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
3,F,A,CSP_60,Prive,72,O,50,CAR_BERLINE,F,INJ,ES,150-160,B,1532.405438,GarageAutre
3,F,A,CSP_60,Prive,73,N,90,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
5,F,A,CSP_60,Prive,82,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_AUTRE,Professionnel,64,N,50,CAR_BERLINE,F,INJ,ES,160-170,A,0.0,GarageAutre
2,F,C,CSP_AUTRE,PriveTrajet,22,N,90,CAR_BERLINE,F,INJ,ES,160-170,A,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,65,N,50,CAR_BERLINE,F,CAR,ES,150-160,0,0.0,GarageAutre
10,F,C,CSP_50,Prive,32,N,90,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,GarageAutre
3,F,C,CSP_50,PriveTrajet,57,N,50,CAR_BERLINE,F,INJ,ES,140-150,A,0.0,GarageAutre
4,F,C,CSP_50,PriveTrajet,24,O,76,CAR_BERLINE,F,INJ,ES,150-160,M1,4241.691843,IndividuelClos
1,F,C,CSP_50,PriveTrajet,40,O,85,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
5,F,C,CSP_50,PriveTrajet,30,N,90,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
0,F,C,CSP_50,PriveTrajet,65,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
3,F,C,CSP_AUTRE,PriveTrajet,65,N,50,CAR_BERLINE,F,INJ,ES,170-180,A,0.0,GarageAutre
7,F,A,CSP_AUTRE,Prive,39,N,72,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,60,N,50,CAR_BERLINE,F,CAR,ES,150-160,B,0.0,GarageAutre
2,F,A,CSP_50,PriveTrajet,30,N,80,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
4,F,A,CSP_50,Prive,50,O,85,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,25,N,90,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
0,F,A,CSP_50,PriveTrajet,43,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,98.25407855,GarageAutre
3,F,A,CSP_50,PriveTrajet,51,N,118,CAR_BERLINE,F,INJ,ES,160-170,B,1562.356495,GarageAutre
10,F,A,CSP_50,PriveTrajet,30,O,90,CAR_BERLINE,F,INJ,GO,140-150,B,0.0,GarageAutre
10,F,A,CSP_AUTRE,Prive,60,N,95,CAR_BERLINE,F,CAR,ES,150-160,M1,0.0,ClosCollectif
3,F,C,CSP_AUTRE,Professionnel,42,N,95,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
1,F,C,CSP_AUTRE,PriveTrajet,21,N,95,CAR_BERLINE,F,INJ,ES,160-170,B,2834.439879,GarageAutre
10,F,C,CSP_50,Professionnel,30,N,64,CAR_BERLINE,F,CAR,ES,170-180,M1,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,38,N,50,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,GarageAutre
7,F,C,CSP_50,Prive,29,O,64,CAR_BERLINE,F,INJ,ES,140-150,A,0.0,GarageAutre
2,F,C,CSP_50,Professionnel,25,N,95,CAR_BERLINE,F,INJ,ES,160-170,B,1528.069486,ClosCollectif
7,F,C,CSP_50,PriveTrajet,28,N,85,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
9,F,C,CSP_50,Prive,35,N,118,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,43,N,50,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
9,F,C,CSP_50,Prive,31,N,95,CAR_BERLINE,F,INJ,GO,160-170,M1,0.0,GarageAutre
9,F,C,CSP_AUTRE,PriveTrajet,39,N,50,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
10,F,A,CSP_50,Prive,29,N,90,CAR_BERLINE,F,CAR,ES,160-170,B,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,31,N,95,CAR_BERLINE,F,INJ,ES,140-150,A,0.0,IndividuelClos
4,F,A,CSP_50,PriveTrajet,29,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_50,Prive,32,N,118,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
4,F,A,CSP_50,PriveTrajet,35,N,95,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,F,A,CSP_50,Prive,27,N,90,CAR_BERLINE,F,INJ,ES,160-170,M1,0.0,GarageAutre
9,F,A,CSP_50,Prive,49,O,76,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
1,F,A,CSP_AUTRE,PriveTrajet,44,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_AUTRE,PriveTrajet,56,N,80,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
1,F,A,CSP_60,Prive,68,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
2,F,A,CSP_60,Prive,78,O,50,CAR_BERLINE,F,INJ,ES,160-170,A,0.0,IndividuelClos
10,F,C,CSP_50,Prive,32,N,90,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,GarageAutre
3,F,C,CSP_50,PriveTrajet,35,N,64,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
7,F,C,CSP_AUTRE,PriveTrajet,65,N,50,CAR_BERLINE,F,CAR,ES,150-160,B,2120.845921,GarageAutre
7,F,C,CSP_AUTRE,Prive,33,N,90,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
3,F,C,CSP_AUTRE,PriveTrajet,55,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
4,F,C,CSP_60,Prive,78,O,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,ClosCollectif
10,F,A,CSP_50,PriveTrajet,51,O,50,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,GarageAutre
5,F,A,CSP_50,Prive,53,N,54,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,ClosCollectif
10,F,A,CSP_50,PriveTrajet,41,N,90,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
5,F,A,CSP_AUTRE,PriveTrajet,36,N,76,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
5,F,A,CSP_AUTRE,PriveTrajet,57,N,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
10,F,A,CSP_60,Prive,74,O,50,CAR_BERLINE,F,CAR,ES,150-160,M2,0.0,GarageAutre
3,F,A,CSP_60,Prive,64,O,50,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
2,F,A,CSP_60,Prive,74,N,55,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
5,F,A,CSP_60,Prive,71,O,50,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
5,F,A,CSP_AUTRE,Professionnel,47,N,72,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
9,F,C,CSP_AUTRE,PriveTrajet,24,N,95,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,23,N,95,CAR_BERLINE,F,CAR,ES,140-150,M1,0.0,GarageAutre
10,F,C,CSP_50,PriveTrajet,26,N,90,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,GarageAutre
10,F,C,CSP_50,Professionnel,37,N,71,CAR_BERLINE,F,CAR,ES,160-170,M1,0.0,GarageAutre
2,F,C,CSP_50,PriveTrajet,31,O,54,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,ClosCollectif
9,F,C,CSP_50,Prive,46,N,90,CAR_BERLINE,F,INJ,ES,160-170,M1,0.0,GarageAutre
9,F,C,CSP_50,PriveTrajet,28,N,95,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,ClosCollectif
10,F,C,CSP_AUTRE,PriveTrajet,26,N,64,CAR_BERLINE,F,CAR,ES,150-160,M1,0.0,GarageAutre
7,F,C,CSP_AUTRE,PriveTrajet,29,O,64,CAR_BERLINE,F,INJ,ES,150-160,M1,0.0,ClosCollectif
4,F,C,CSP_AUTRE,PriveTrajet,34,N,90,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
10,F,C,CSP_60,Prive,69,O,50,CAR_BERLINE,F,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Tournees,41,N,86,CAR_BERLINE,F,CAR,ES,170-180,M1,0.0,GarageAutre
3,M,A,CSP_50,Professionnel,31,N,76,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,IndividuelClos
3,M,C,CSP_50,Prive,30,N,81,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,IndividuelClos
5,M,A,CSP_AUTRE,PriveTrajet,38,N,68,CAR_BERLINE,F,INJ,GO,130-140,M1,0.0,GarageAutre
7,M,C,CSP_AUTRE,PriveTrajet,31,O,72,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,IndividuelClos
10,M,A,CSP_50,PriveTrajet,42,N,50,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,57,N,50,CAR_BERLINE,F,CAR,ES,170-180,B,0.0,GarageAutre
7,M,A,CSP_60,Prive,85,N,50,CAR_BERLINE,F,INJ,ES,140-150,A,396.4685801,GarageAutre
10,M,C,CSP_AUTRE,Prive,45,N,53,CAR_BERLINE,F,INJ,ES,170-180,B,0.0,GarageAutre
4,M,C,CSP_50,PriveTrajet,26,N,139,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,37,N,95,CAR_BERLINE,F,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,44,N,69,CAR_BERLINE,F,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,49,N,50,CAR_BERLINE,F,INJ,ES,170-180,A,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,38,N,50,CAR_BERLINE,F,INJ,GO,160-170,B,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,57,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
9,M,A,CSP_50,Prive,27,O,90,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
5,M,A,CSP_60,Prive,76,N,59,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
9,M,C,CSP_AUTRE,PriveTrajet,28,N,80,CAR_BERLINE,F,INJ,ES,160-170,M1,0.0,GarageAutre
1,M,C,CSP_50,PriveTrajet,32,N,95,CAR_BERLINE,F,INJ,ES,140-150,A,102.5900302,IndividuelClos
4,M,C,CSP_50,Prive,50,N,50,CAR_BERLINE,F,INJ,ES,150-160,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,28,N,95,CAR_BERLINE,F,INJ,GO,150-160,B,0.0,GarageAutre
2,M,A,CSP_AUTRE,Professionnel,55,N,80,CAR_BERLINE,F,INJ,ES,160-170,B,0.0,GarageAutre
